angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9,angle_10,angle_11,angle_12,angle_13,angle_14,gesture
155.47755503260714,169.2982798518058,118.00130715310405,87.4259589472577,105.61262880443537,108.28440925358626,60.9464349385683,114.13880908761448,72.92334155131346,53.547287346454695,112.03869350577087,77.99838564594835,50.45440969848335,120.63761126534021,80.30670854961674,rock
154.20616426008812,170.74767434904143,115.77592851487674,88.30232960407673,104.93760333553315,111.9900286231267,61.084345003849435,114.46227232166056,73.28354068832137,54.6323027999065,112.92216546088594,78.37799727943637,56.22034224407568,118.71265782277833,87.61912929227326,rock
155.01334047819998,171.3773738551823,115.47084594862794,89.00120643683141,104.07578903384712,118.99895455833695,62.782127506866786,112.08483634666467,77.80264421336834,56.017270048149626,111.23137619456121,80.79309517156283,55.28497912264407,119.73634707089816,87.88415614432094,rock
158.33955565517388,171.52788773624587,112.13534073299545,81.49410622335641,107.12456261305351,110.33970569047631,60.36780822145728,110.85241681300303,73.78314840808635,54.869146985496485,110.30398039186313,80.7060065177397,53.932204007048064,122.92605975800166,87.71502569812029,rock
159.5674605176694,170.59144391946367,122.23097570102941,80.88276726193396,104.86355151541437,109.05372169351784,59.90943422035576,108.4492657936291,80.6424506811343,53.8651437229714,109.52469702506436,85.7492343588288,52.07913366094218,125.0670650698359,98.18122845464606,rock
160.7857400983931,171.17954112803383,127.71984577984207,85.26349200749556,107.43841731845265,123.99367099441841,62.50591672782629,109.4096915378822,96.62361904156931,59.618807160730306,106.23354034968126,105.67768378118957,63.30007156688313,119.79081350187272,123.30593184709419,rock
170.17206532245854,157.0026540846249,164.5086990177728,88.22679532107837,104.50013848683444,119.6845343738812,74.110197595489,96.55094019337757,100.78799250139885,74.59768328833674,88.05149129959624,101.20363716956425,83.49717241570494,94.74905503974287,96.6001269722025,rock
169.54416036223355,149.86951881462545,136.71459654120108,92.0134995496358,106.58084800372069,116.05434725507058,86.41199499329346,82.61783426934298,109.16570621068279,93.54892528399614,65.620637582004,117.73631014496569,111.75586905287602,62.287604077424454,119.18769274772734,rock
160.1474987189965,135.39092914916782,129.46263549952988,107.40387052044007,84.71982865456359,123.50435742185745,108.695030039768,54.10616098502607,131.21449377359517,121.48274322206542,33.716790056146664,147.07430044902472,126.87219011626907,13.932203889883866,162.06202025947195,rock
157.19279689446563,140.45990428214157,137.30446714332786,122.67915526299818,142.83280427077563,140.97027381863418,122.87878671188966,33.97848302915353,148.826098304361,123.73424819150956,35.572627719853585,153.367197177465,116.45019293483233,48.551569997369036,141.75658760939962,rock
161.7593658372936,146.3279309253683,134.7633042399386,125.68533373966554,151.0945218212974,129.8763723510755,126.3924351218952,17.95930884167989,161.8109178172742,123.8162373393335,46.25510725069873,148.28462107670205,116.61217447621948,63.03756576941988,132.73455316243246,rock
156.5358894670675,139.48790797596197,122.27986054944559,127.56980211585645,41.055387501222754,145.86517512374266,130.2292887983131,15.286521656010793,162.0338324301438,125.14795676705174,33.909624906787606,153.58670490054647,118.01011816264351,50.74426601670486,140.60807713089324,rock
154.32095094242027,149.40178032412481,117.01841737889019,130.407496432065,30.674548330167045,148.9923277905016,129.00816792476004,18.23871098060381,157.4156772294385,121.91289222705734,41.134416129638545,148.59562273901798,116.48573944786828,54.65587847509227,138.80957701102724,rock
152.84469239385157,147.34730706671877,126.665156688891,133.2947054971809,24.238030972771433,157.03028428727737,132.19810509323577,14.36299540401615,163.09056718110432,124.02072988725128,37.74083430486253,153.70642192582167,116.8160807196364,50.421701070107375,144.38262134201227,rock
153.01394887649897,149.45114136161084,125.4115062492925,133.6233136409474,19.426873001179423,165.02617433419525,134.50854248608388,6.9363859033201685,169.02428040651367,128.78936059363852,34.3766830407911,156.71616916270173,121.57368900782816,46.2417850801451,147.38837103718092,rock
156.2930282321273,146.16889509992035,128.52207117033836,130.48421513359222,23.368856726605078,167.11404424659958,134.25333599355665,4.15498093417033,170.5941101073189,129.38629026305225,29.80061691890123,158.5675595460557,122.1351664657288,44.12219483648824,146.09344196832646,rock
157.2689855949291,147.43068800746173,128.85771736806464,131.72171588461055,65.95752069362553,137.76721590919098,135.04590300820203,8.590753862171344,165.90916326048847,130.8038511270633,35.92647244686611,152.17253157109977,123.23801777009803,50.168504025982116,140.88238466606163,rock
157.0867377789466,148.23486950005167,131.94598394890016,132.07208532997646,129.01770896842297,134.72701913401878,133.07794962134625,29.483740364319367,154.2108177866288,138.49605113743192,30.180157486957544,159.34819214604894,131.32274938314475,44.796473736411926,145.11632202477213,rock
163.09496024154646,137.7474716232514,125.35742332947443,125.8329695920056,107.62651522139544,138.5163850547528,124.24005645314406,48.36248812310382,135.5083973738196,137.80617262825152,33.830141831620246,149.60126533567325,142.11281473394436,28.680288056021475,155.41373690417473,rock
157.13813304258397,151.304658063689,140.3542572503166,116.72832065792348,81.66407644156104,134.20660406476142,109.44449157055973,72.89710082085017,120.76817477471552,120.43178598951316,64.14663771595858,129.86051349453857,138.48803545146913,102.50253301627839,113.80202445722759,rock
167.8247296657051,162.11074309019548,166.99642571818558,108.8633899365251,87.31692800535555,137.0553023415386,94.92380897699739,90.27905826394004,124.77842963442384,99.90888333680869,85.06412161692397,131.90356181255717,114.93371767808232,114.84297233159428,151.17732610353235,rock
156.35030344613133,173.2206220778994,156.79881981513753,110.21056768572458,83.09213075648505,134.09845447939685,93.97932468573121,89.23291890005916,122.17204588516842,94.6293178777007,83.80364940728849,134.9427784537723,101.26336492170698,95.84366898686481,143.64467354412704,rock
159.94401853785848,171.41488015640206,140.36396749716303,94.20588684751563,91.87769486024077,116.73195894273475,81.33328978634403,92.71824824306185,99.7521261404454,83.83652820467503,87.47509267024789,110.0082061696025,87.69004082878251,92.98804491014276,116.92448625750677,rock
160.6748362789163,171.09451595220008,136.32152283316634,99.15604293060122,88.75124938546266,112.87620906359302,84.33453894505585,88.87547298819902,91.25470906628175,79.23601766239591,88.80049578389459,97.93859830814037,74.98109106035928,97.74676078896736,103.1291810507869,rock
159.35768577005737,166.42593476707108,132.07192983672064,126.56517750566515,69.07353652827527,102.56471291341887,108.17385205539966,71.94835797448457,78.91400829674278,95.09317497055028,75.38353454032573,84.1245511528547,99.63360238436032,74.90667887888831,102.7459439448071,rock
149.50384361227552,163.4540370560532,128.31421236803692,142.15141741837536,51.568122604089794,119.37601859931765,121.85476734997903,57.81124939649892,76.3729979753752,112.15010939249275,57.48616983947461,86.38984556702752,123.98777530029108,50.62526051129099,117.62774832480935,rock
149.7188700201157,159.2584864711053,139.09052335031785,141.1015299864366,53.16212464966197,114.41368572302913,124.5406149330995,55.88814748497814,72.29360072717292,113.0235064028812,56.61513793781234,82.34375771416337,125.19913255749745,47.366612851168824,110.1997656264152,rock
149.83208115001537,157.53298014150604,131.48096116836663,142.28317757318035,54.960882210643874,133.97996957409623,122.09587801836796,60.34182885414003,71.23544790756894,109.32056012473718,61.22902578194303,87.25034979302357,106.33219495571127,62.56333158032218,104.53283972371521,rock
151.2496180165922,149.1108754003464,129.03352171655746,133.4861187755035,68.70561473588633,164.65908705258295,113.29532251650093,76.22403809159778,163.51791735497858,105.8039710050682,73.51443199302194,152.6359400539106,120.60276188185159,58.1573496729652,159.6851939328134,rock
155.5035197818965,126.6517623062461,132.48507279348766,109.8982844081214,94.50960596131655,175.2065174780104,104.32295822265806,87.85663325207823,169.56786070583516,83.73715537932027,99.21740192400111,160.74977544856085,63.65838913710886,121.20013056185958,158.48444425480636,rock
158.8898019073906,137.19145063578307,116.4329477229823,41.33524739938003,163.97401371326657,148.12339336328677,32.40611831291365,158.32678963990406,57.455047703919114,34.817970711926705,142.2920490398784,84.37347524441961,44.603719345967406,146.5685487225745,106.06470244927431,rock
169.2614796250705,133.4795065108956,96.34433168672989,50.67047729727805,177.0749639603236,66.43305292125265,34.88342452044862,160.036366713116,27.588278567868933,35.060658994735554,135.0224032916157,70.77429956752619,45.9749035121292,145.77466800860387,69.6471414853529,rock
170.34079896761858,142.14552900685396,95.17163336042661,60.62328061819572,157.33771526714284,66.19826496953814,39.635180073598384,141.42112001729697,48.928842919884644,37.69867960095604,90.887378110922,107.16554970983285,49.640440369036135,97.10176672249098,100.89579197810002,rock
172.6335523119393,148.02118257117004,124.24665512535361,68.5480972540785,136.96003558074742,77.42007987997701,49.104200069771714,58.76928869486028,125.5908156930099,46.03127101360773,65.8797243140788,126.72966159932872,57.127332366636054,56.226002499058005,134.5531215140506,rock
171.79750181785275,139.19677786889338,143.92801267653311,78.52324235617482,97.48997542216279,109.23774025159037,61.23401777830719,15.460913459385893,164.09921559929847,59.55992984928462,38.42026873239914,152.85014080382877,70.8011497072522,39.7612431564476,152.02898245673182,rock
168.28413161936766,148.31609814519408,160.3501250492526,89.85098310749754,69.49911066180753,125.91189723535713,72.55101763817795,4.917566156297389,169.60750607572834,71.68308287465157,21.948095590091025,167.2327455158846,85.57465594243709,26.50519359804922,167.37369948372438,rock
163.03689408563872,147.57184175542534,149.91764659662797,94.96792089494316,84.56997341044264,111.72838624254484,89.35563173058105,25.72022468269797,155.28254000043876,91.76608667737058,16.025671225019888,162.31151518645822,98.70933051278968,30.11896350728938,158.89050049273388,rock
123.28881759524917,146.18820581301125,165.30760504528615,117.32575645448807,163.36920798348999,164.06300334355086,131.95334890139273,16.125171812836516,165.50757076625692,156.51235668409285,19.223879172066948,162.61649467260924,156.20094363473814,31.805789696652198,159.63110221243278,rock
124.9244720247687,151.93384379425487,156.00704207548682,123.18007674838937,46.354210867082564,148.07368417012503,147.2844708154163,21.70451745491681,166.17820514061765,162.77591943005163,35.29366411659699,158.549881307667,141.20452925091354,43.945863451947865,164.45968082371573,rock
129.41223186238315,146.5579681014986,153.04837760251655,127.27231549687792,49.02941549490779,150.9214320919713,150.82429598477412,13.450203203888604,171.01078016781682,161.14303053581781,39.48134656909646,153.42974200101818,135.1556246986475,58.70747763301628,156.08251566581896,rock
136.50145293384352,139.69903331932574,146.2438463260434,141.27457192164323,18.230363151388467,172.08062739867896,162.786788020935,23.783318979297913,167.39126208007514,144.33025609129012,59.3905480871911,147.39626207175283,114.69134887617933,83.80471254492794,145.27512291588226,rock
147.66907748785852,133.42450817966673,141.01661664570463,147.44921616159664,41.362649101461734,142.8431352853676,168.71688155734344,45.63359659190612,145.80296407964258,144.27836582859933,73.936585173791,130.1558573615158,122.22191919725333,94.61287944742497,128.04332079368504,rock
157.72180611647906,143.51645353410535,142.01819557581675,152.7240628686764,27.1271946252602,160.535525197654,174.93547137989137,24.26748566671468,155.96771183685905,156.84786952784037,47.6563716608757,142.4958968018558,136.61138175603713,70.86396303587819,136.16822866712914,rock
149.69185609783602,144.27161224415747,131.6540250309751,139.89223704608236,78.34855638856179,148.90331131819116,119.02962345228742,83.95305563474624,148.49912233411692,120.35141710978988,75.68480324628106,159.96734155843333,134.19580073702215,63.83100904368662,169.83026883470535,rock
151.66834384348792,143.7718751373871,135.5146371133769,153.95340329376475,26.95365294607189,165.06603752947467,169.25671332923358,11.359915920713428,174.28798121998102,159.66911450405794,30.214833932246854,164.91707767062513,139.02706851313513,50.01236274251184,155.61218227182306,rock
157.5104522085851,156.44293187934156,132.16121399739043,135.84190569422162,58.490316352279756,141.11931404722273,143.98256985999006,41.73740110513597,146.25945561875085,160.81211437228558,27.264740222855334,158.18224881008476,162.31769261350547,14.517226556580676,169.3093634074626,rock
162.97888533967023,156.86616698726067,127.05403571898259,131.91875337279467,61.61794855789985,138.9324383258185,139.24695865434734,40.07914671067471,144.45848495862086,155.88954248170774,25.831290529850566,156.1524004470083,158.2449949846757,7.945387746127752,167.41891434095086,rock
156.64155046184274,154.23386895688418,120.85243161171196,127.63668089264023,58.738226243941284,138.34959029423123,128.9156975477605,47.114468421031816,137.51880972578167,143.2397488157426,37.84506868607128,148.4488717678507,151.2605243206956,28.812727229420002,159.55922350837469,rock
161.3135772267483,156.2783552841341,125.26028168081514,126.98005199692643,66.32507689378747,134.7525363694507,123.47347722919717,55.60114973843049,130.12978644975894,137.36443485586543,47.1699136475769,139.67587693989907,153.22043276232688,53.809278310703455,135.00033154484046,rock
175.60114223793445,164.47206007611206,163.153169545667,126.24434089821996,79.49828891587178,131.926251481648,119.07122714425827,79.95986659623598,127.00210222859579,125.39616023273952,75.57804396124389,132.15923054161527,142.70748162686039,95.21378894680554,122.93202281988297,rock
154.35011814406246,170.4740008356761,171.50529500351303,125.22831625415128,75.12600572047677,137.58292433364585,115.3778068818276,82.17448544311142,119.75901501122235,117.70497963667007,77.32015401415765,121.88169379581765,123.0860490142107,79.30763238401424,128.88820952259863,rock
161.00561684336398,169.4581415425377,163.74645015669032,123.08827614250244,72.41305474432993,142.272938359443,115.26602257335134,72.45838211046589,130.25854577452142,115.71065361801128,70.08784042951493,129.18835378745965,118.06442723255975,72.62011563894853,132.95071653726055,rock
159.05463973134582,164.94638455198492,163.2463372227638,138.96747284010806,58.670294416886826,148.82360562779797,132.85309626380456,60.28206513699766,138.77132300465027,128.7230472539559,55.62244275051371,137.5959960412623,131.06601921276769,57.36637059127116,138.69248370428264,rock
154.12531452650265,165.31034017914772,166.9126565748759,149.07079491754988,51.87967859774969,145.28840275584065,143.94674314480488,52.949419445311605,144.19635257143716,141.2185683514693,47.89958640354355,145.87525105623004,148.97681569361598,53.08109063770261,139.47018255192086,rock
145.6362894111506,162.02055183001164,154.60877106731832,148.92409724322602,43.599842221312684,153.5386080011024,142.82371206385042,46.01259336896295,149.7172589630861,138.58589700455204,43.910722692002686,149.35247346135904,140.3057286047307,51.30910208433115,145.24100905940966,rock
145.85491472264434,162.0486008373852,155.2057973959454,139.00393009446793,48.98418658486756,155.96743754202666,137.6696504761194,44.860742676803845,144.56830852408524,136.05640711195977,39.28299775105829,145.78665684562472,148.03651547431116,36.595113477290205,148.6244315022922,rock
142.52699450505585,159.8463444096329,157.176316639701,142.12562975549173,44.70115668166003,158.21266926114055,140.58494593605732,39.20170116581932,147.20714349914735,142.12870477260202,31.563523853629906,151.38058382051386,155.91771751681324,38.157806953663446,149.32957908117376,rock
142.98369657452503,158.6353220768971,145.74491083838956,143.5659709571104,41.505544914377815,159.98347698837253,142.62839217166265,34.31786446199714,153.8620672308207,142.19320969362823,28.72802741215334,156.56187225321452,161.56656440164824,61.932402992422915,151.98223785344874,rock
149.0761008561407,159.20986144452405,149.4225655841795,141.64555362414472,46.31719513511867,139.87079056299,135.75378531730738,41.19647125768628,99.04288020190226,133.62141176483956,35.003991154123014,120.27228989423719,149.65500302283348,26.553378882103914,142.15531299421528,rock
145.6457383628762,154.79915595774935,148.041087742157,138.90159352185142,59.18942291405821,160.93429316497648,127.57522088953212,55.78912152615573,135.45496056216663,126.58743465975495,44.551453782311185,134.72894521416174,143.08872960748096,21.91189354925074,149.99106458218188,rock
146.15998366665053,143.5642719688965,151.87495556942838,120.0892767719599,88.12576820182328,172.17963314534853,109.32988458252416,82.86021475828353,165.73848057266275,106.6344619952567,74.13296202754192,153.38719359450235,151.6765136422373,27.678275205179403,157.97318658407397,rock
157.11559019408486,124.8804704701045,141.26629148516588,51.43183664546348,158.56175712382316,164.59916358036182,38.28061144896484,153.47468869358167,163.5288270421721,42.02643136726673,137.84563933494525,148.58444142594274,53.70709650103662,132.22829271367468,149.85875899571406,rock
161.64281174934348,148.8448029247621,105.39129369511085,53.26691406805816,163.47762268355586,141.69629371972295,38.50998317858826,156.50341720796732,69.34943144183971,38.3421143594225,144.37023509777777,118.66729787279382,48.33222248106979,148.42028323543047,120.70531622595458,rock
172.49467085527007,150.2504511076651,87.05324279834996,64.3280613411129,159.15998251932928,58.695218953275386,41.38461541537356,171.9220166508024,9.131429686529431,35.385083433584974,137.8592755519741,60.7985694424295,43.166222707634404,152.79936420371186,50.15274374800117,rock
172.93646892847073,155.73767112630657,122.81618642715175,62.887225676787345,145.14237154248556,63.93478066638372,42.97093027837356,170.88815391589029,7.859545299659284,39.041838444105515,114.60668715134219,79.68994088387738,47.96376344823346,129.76954514906427,66.60613917407804,rock
178.56996187998456,149.54205385954424,143.65479461184955,70.66100992159157,93.60221908195108,117.69756398843133,52.783270638333974,39.96959515557622,147.48561661033523,46.57283851295158,30.835400767238617,150.966020881859,55.11507075612895,13.197667658285223,167.22101860994817,rock
176.80777045380856,148.80552212583922,152.2131398273682,93.1059454222941,90.1417849343257,98.29494990760742,79.97683232962126,36.77297488171805,138.5145718544544,76.04665952209176,34.59101316557757,149.2233636711149,83.82355492977472,30.747205161221814,158.08780690893056,rock
141.5251760974207,148.99406708623312,163.13719388767097,108.71770973771416,72.30708299735885,123.07792167899868,115.30624777613701,29.529209369008708,153.7816439450342,129.63805892908775,20.3405244409283,157.2949627187016,131.51240416731628,19.924424990115867,164.72640092003076,rock
128.6873983005613,148.2700010564234,161.52670460160752,124.8854428499347,154.30251798674888,154.9175107843702,142.1879296642635,13.16481889106013,164.09559966141916,158.56161074748724,27.581526123740176,159.82526713579654,147.970716757383,38.84468432893398,155.6732865451009,rock
125.26178865812706,154.49215168564845,151.2404570726355,122.15229181061257,51.39481554014394,144.80583318538626,145.0729227199898,28.621363303800496,162.51391412801033,164.1620544764393,35.27660547328581,159.20244594676467,146.66067530093736,40.991667397156405,165.1763178517824,rock
129.37407352765962,147.09393368461076,149.04648930728084,120.02638311084888,75.15325116021967,128.8520497550917,142.27378827422214,24.500503968426894,168.44203302326784,163.5326508440051,34.11011167637357,158.48067391874088,144.93400542659688,49.55667705959722,160.43164969551017,rock
136.457935151032,148.52464642948695,151.91619668873602,150.15910454096974,20.55977112049332,163.45531109457167,172.91174464210465,32.99078417841935,154.345558905112,140.4792687126697,64.7330814914103,139.6450056977325,113.68869335489242,86.25757315389241,138.41274871336648,rock
139.3839830337337,138.07808056387094,152.1227355901482,156.9447485063782,28.526614456892066,156.56983977993647,168.56814196098432,40.11367527142834,150.44395386072244,139.64094322515567,67.28163359936792,138.7232150286447,117.06294679945287,85.16272463971856,135.09510399138335,rock
147.28117034141263,149.05660545178048,153.38289794043368,156.48374855460102,39.38525987492859,141.43089237469704,168.20285514547834,53.26795567124054,141.6515815358513,144.66536136234052,74.21023015373075,131.0621233456953,129.92332603528902,88.64029217032022,129.98649677405658,rock
153.09605560901772,158.02375197404228,177.5044063035406,156.96273309477561,58.924844553403275,134.6644603864119,178.32542438780888,60.41550684426231,134.8917620077196,157.1890373675546,75.12896723748273,122.18663962461478,137.57653716738565,101.69147271448965,113.15170093127156,rock
157.2130578714694,163.27440841307256,168.12430648870333,141.06610770221863,106.63436047741432,137.85512789695707,129.63367322514972,103.09407292471451,144.85169423496464,131.71079288067494,99.48155770604299,148.64808452971235,140.6794714259953,105.78664632197722,152.16983457380326,rock
163.36652559364404,163.82740688875418,157.277947397865,121.47925313925298,87.0245944750576,135.69088894925991,117.1306026654291,76.51734120996586,138.13256780296513,125.02734691335162,61.015333499869016,149.25330824737838,137.8320093142526,61.360007474561826,147.4073421243794,rock
156.77505864885055,158.63598590406505,139.4884703929425,148.80299300552642,46.959728294709954,151.38619802844173,155.79517492052727,20.407802621012703,164.99784620959758,157.94787269371352,23.76696771902812,167.05750770552675,151.11115712674925,21.617386245010156,168.79386500800092,rock
151.46048971097665,159.08657367939725,141.46978952117652,144.87832196148142,27.005181647307868,162.9953365928915,150.49503151826062,9.925310565180633,168.91081517518725,145.46342003946992,25.462901735360127,168.21708929181645,137.36679217356678,30.62198169761909,163.5050538282816,rock
147.02076399714346,155.47350738640876,143.54685544735617,133.80645002348072,24.719737356244348,164.20783618597034,138.63392756966283,10.338565675182192,169.20324352288924,137.89199151922725,27.397569450366586,165.17386270450484,133.68887167094684,33.76225471772248,157.01519889233103,rock
158.71105981386316,148.37461291120337,133.31417488862803,122.68755098926614,28.03377914337443,167.4106034054782,118.40309762716461,14.105342933775173,167.3623952787827,117.636438858785,44.77829508169097,151.08861008708138,115.49755362311774,65.54069167366181,132.81734434897686,rock
162.32293086942798,146.99871656206372,116.12744364662727,95.1135822543064,159.3651188849809,50.63193773454996,82.24734578363582,145.75077914420586,36.76726670326568,81.31819871916993,127.76609287824164,70.80047609570232,88.1319477629034,133.12337641257278,77.55050890070716,rock
158.7020839533707,169.52781677661437,165.89831969969953,141.51932384764027,60.57578696146756,140.46020921582507,134.70434306249817,53.402739357434264,128.90036902557134,124.40457154807525,54.955455171887756,127.83859299345518,120.07705111495433,60.349361768135026,132.92664132674787,rock
153.69098798318421,168.83576797178918,159.97440371959405,149.19785597306617,47.88521993920907,147.53933336987905,144.13329962341732,46.14207881295037,140.00794632426266,141.0765901115913,43.09535607228166,143.692156836774,148.11506737512988,54.11494057324356,141.36864703178682,rock
150.07420517879913,162.91683347247763,139.76411113829826,147.88811164008067,50.457246668704066,151.1713438812368,143.94311523445614,46.32988749026532,146.11992219633743,143.90414304188238,41.3771464137584,147.74806017948174,153.19408243960268,55.68627536843224,142.0766787596016,rock
147.70136710449452,161.24249194903484,153.3469765560133,148.0528118001927,40.232833119179645,155.95592024697893,145.59747853423562,40.752319401809295,150.42534265933048,144.8370386731573,37.90890017247296,150.21582844287386,152.44014647563787,42.79469077918361,148.5442944851118,rock
150.1653879175438,158.5291752224724,149.7961776187208,142.28646945959406,49.30264627551035,161.92766788435097,142.01245372516226,43.412101301147786,155.8130745971549,144.443816339398,34.33750241406287,156.39461688315455,154.6289439843835,32.942195748817085,156.9477621880656,rock
147.11296965365514,159.62233898927101,144.25196178597426,142.02674651770405,49.39787049275145,159.7519766370009,138.18211329475145,46.88033772503859,149.95293476603507,137.69841833773086,40.786120107470616,149.33365785944144,148.48623849981277,39.61046612971959,150.5694697249341,rock
144.2454500076138,160.59029646801702,150.148539014251,142.28323762744196,46.24732456710046,153.92122948219063,132.41197822127938,47.28491597479606,125.36788071014247,129.5690269756323,42.4049748461206,133.4551389535928,148.4128117388612,33.614182640864556,151.2020193050447,rock
150.53902688930629,159.08864634501623,149.08713353286018,143.1983417853333,45.78914131588684,147.0508855636647,132.33472797661344,44.61654353352904,93.4914412129986,133.034759882761,36.05517762514076,117.49376895335372,153.21834469299398,25.968665200490552,150.70092563308688,rock
147.33243902177102,155.4964020456442,140.44189687913334,144.90546058908598,51.472715294199055,147.7202765781333,129.4103933260353,52.9376484320238,87.91645084172816,131.31066894495422,40.101276487672884,113.48737810338311,153.74498822400682,19.148390688603037,150.83140448048786,rock
147.4379760741706,152.87864093577167,129.8016202439731,138.04168386074443,64.3622990710857,162.28096680271835,113.35736125250902,75.0813866085039,152.92117747206942,108.35227938363921,70.04829776611456,147.5506325550039,156.9207947972375,16.70623730806265,161.1048919604033,rock
157.63463191146786,145.44501438394903,117.30941208851122,70.28946520619084,134.405680060175,170.48683328409606,45.62111905682233,146.47512005073898,169.91966218244266,49.97327823459688,130.56651241061465,149.09976684673788,82.77892997156316,99.61521483178802,156.77308587815972,rock
160.51443083250328,140.43530038262338,104.65055406540007,40.612634020639995,165.22649492229706,161.48177192442725,28.590612581843803,162.60712367885466,112.11520635291605,29.26003772056074,148.9442381405178,114.61307025113817,36.67871087398715,148.2566231974794,140.3346125830318,rock
166.067527341322,141.25783426250223,100.12540055997096,46.863323398763264,168.28196753420337,90.55673791147873,31.266567684335616,166.26122926788858,31.92775470768964,32.271182203529364,148.71184022795094,89.56927775289569,42.5412374250288,148.92579004322891,119.71764111092985,rock
